Status,Score,Match_type,Match_addr,City,Region,Country,LangCode,Addr_type,Distance,lon,lat,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ARC_City,ARC_State,ORGANIZATI,CITY_1,STATE,COUNTRY_1,AWARDS,FUNDING
M,100,A,"Stony Brook, New York",Stony Brook,New York,USA,ENG,Locality,0,-73.139918,40.912834,-73.139918,40.912834,-73.189921,-73.089921,40.86283,40.96283,STONY BROOK,NY,AMERICAN ASSN/CHRONIC FATIGUE SYNDROME,STONY BROOK,NY,UNITED STATES,1,26500
M,100,A,"Stony Brook, New York",Stony Brook,New York,USA,ENG,Locality,0,-73.139918,40.912834,-73.139918,40.912834,-73.189921,-73.089921,40.86283,40.96283,STONY BROOK,NY,"CHARMTECH LABS, LLC",STONY BROOK,NY,UNITED STATES,1,500000
M,100,A,"Stony Brook, New York",Stony Brook,New York,USA,ENG,Locality,0,-73.139918,40.912834,-73.139918,40.912834,-73.189921,-73.089921,40.86283,40.96283,STONY BROOK,NY,STATE UNIVERSITY NEW YORK STONY BROOK,STONY BROOK,NY,UNITED STATES,192,65629816
M,100,A,"Stony Brook, New York",Stony Brook,New York,USA,ENG,Locality,0,-73.139918,40.912834,-73.139918,40.912834,-73.189921,-73.089921,40.86283,40.96283,STONY BROOK,NY,"TARGAGENIX, INC.",STONY BROOK,NY,UNITED STATES,1,1984617
M,100,A,"Stony Brook, New York",Stony Brook,New York,USA,ENG,Locality,0,-73.139918,40.912834,-73.139918,40.912834,-73.189921,-73.089921,40.86283,40.96283,STONY BROOK,NY,"TRAVERSE BIOSCIENCES, INC.",STONY BROOK,NY,UNITED STATES,1,888810
M,100,A,"Stony Brook, New York",Stony Brook,New York,USA,ENG,Locality,0,-73.139918,40.912834,-73.139918,40.912834,-73.189921,-73.089921,40.86283,40.96283,STONY BROOK,NY,"VITATEX, INC.",STONY BROOK,NY,UNITED STATES,1,1952181
M,100,A,"Great River, New York",Great River,New York,USA,ENG,Locality,0,-73.157497,40.71765,-73.157497,40.71765,-73.207501,-73.107501,40.66765,40.76765,GREAT RIVER,NY,WINDWARD ISLANDS RESEARCH & ED FDN,GREAT RIVER,NY,UNITED STATES,1,151912
M,100,A,"Middlebury, Vermont",Middlebury,Vermont,USA,ENG,Locality,0,-73.167108,44.014992,-73.167108,44.014992,-73.217111,-73.117111,43.96499,44.06499,MIDDLEBURY,VT,MIDDLEBURY COLLEGE,MIDDLEBURY,VT,UNITED STATES,2,363916
M,100,A,"Winooski, Vermont",Winooski,Vermont,USA,ENG,Locality,0,-73.187617,44.491414,-73.187617,44.491414,-73.237621,-73.137621,44.44141,44.54141,WINOOSKI,VT,"TAYLOR ASSOCIATES COMMUNICATIONS, INC.",WINOOSKI,VT,UNITED STATES,1,171137
M,100,A,"Bridgeport, Connecticut",Bridgeport,Connecticut,USA,ENG,Locality,0,-73.19127,41.181884,-73.19127,41.181884,-73.241271,-73.141271,41.13188,41.23188,BRIDGEPORT,CT,UNIVERSITY OF BRIDGEPORT,BRIDGEPORT,CT,UNITED STATES,1,91271
M,100,A,"Burlington, Vermont",Burlington,Vermont,USA,ENG,Locality,0,-73.21323,44.475921,-73.21323,44.475921,-73.263231,-73.163231,44.42592,44.52592,BURLINGTON,VT,"EASY, LLC",BURLINGTON,VT,UNITED STATES,1,498445
M,100,A,"Burlington, Vermont",Burlington,Vermont,USA,ENG,Locality,0,-73.21323,44.475921,-73.21323,44.475921,-73.263231,-73.163231,44.42592,44.52592,BURLINGTON,VT,"GAMETHEORY, INC.",BURLINGTON,VT,UNITED STATES,1,189621
M,100,A,"Burlington, Vermont",Burlington,Vermont,USA,ENG,Locality,0,-73.21323,44.475921,-73.21323,44.475921,-73.263231,-73.163231,44.42592,44.52592,BURLINGTON,VT,UNIVERSITY OF VERMONT & ST AGRIC COLLEGE,BURLINGTON,VT,UNITED STATES,105,44999633
M,100,A,"Trumbull, Connecticut",Trumbull,Connecticut,USA,ENG,Locality,0,-73.21967,41.234951,-73.21967,41.234951,-73.269671,-73.169671,41.18495,41.28495,TRUMBULL,CT,"ZETROZ SYSTEMS, LLC",TRUMBULL,CT,UNITED STATES,1,400000
M,100,A,"Brookfield, Connecticut",Brookfield,Connecticut,USA,ENG,Locality,0,-73.396249,41.462091,-73.396249,41.462091,-73.446251,-73.346251,41.41209,41.51209,BROOKFIELD,CT,"SIBTECH, INC.",BROOKFIELD,CT,UNITED STATES,1,456892
M,100,A,"Norwalk, Connecticut",Norwalk,Connecticut,USA,ENG,Locality,0,-73.407651,41.113664,-73.407651,41.113664,-73.457651,-73.357651,41.06366,41.16366,NORWALK,CT,"NEXT HEALTH, LLC",NORWALK,CT,UNITED STATES,1,511112
M,100,A,"Cold Spring Harbor, New York",Cold Spring Harbor,New York,USA,ENG,Locality,0,-73.45831,40.870683,-73.45831,40.870683,-73.508311,-73.408311,40.82068,40.92068,COLD SPRING HARBOR,NY,"CERTERRA, INC.",COLD SPRING HARBOR,NY,UNITED STATES,1,587276
M,100,A,"Cold Spring Harbor, New York",Cold Spring Harbor,New York,USA,ENG,Locality,0,-73.45831,40.870683,-73.45831,40.870683,-73.508311,-73.408311,40.82068,40.92068,COLD SPRING HARBOR,NY,COLD SPRING HARBOR LABORATORY,COLD SPRING HARBOR,NY,UNITED STATES,93,39689586
M,100,A,"Stamford, Connecticut",Stamford,Connecticut,USA,ENG,Locality,0,-73.542229,41.051821,-73.542229,41.051821,-73.592231,-73.492231,41.00182,41.10182,STAMFORD,CT,"SYLVATICA BIOTECH, INC.",STAMFORD,CT,UNITED STATES,4,967103
M,100,A,"Uniondale, New York",Uniondale,New York,USA,ENG,Locality,0,-73.593541,40.717932,-73.593541,40.717932,-73.643541,-73.543541,40.66793,40.76793,UNIONDALE,NY,ANGION BIOMEDICA CORPORATION,UNIONDALE,NY,UNITED STATES,1,610943
M,100,A,"Old Westbury, New York",Old Westbury,New York,USA,ENG,Locality,0,-73.600298,40.78123,-73.600298,40.78123,-73.650301,-73.550301,40.73123,40.83123,OLD WESTBURY,NY,NEW YORK INST OF TECHNOLOGY,OLD WESTBURY,NY,UNITED STATES,3,760609
M,100,A,"Greenvale, New York",Greenvale,New York,USA,ENG,Locality,0,-73.626631,40.814463,-73.626631,40.814463,-73.676631,-73.576631,40.76446,40.86446,GREENVALE,NY,LONG ISLAND UNIVERSITY BROOKLYN CAMPUS,GREENVALE,NY,UNITED STATES,1,436422
M,100,A,"Mineola, New York",Mineola,New York,USA,ENG,Locality,0,-73.642481,40.748703,-73.642481,40.748703,-73.692481,-73.592481,40.6987,40.7987,MINEOLA,NY,WINTHROP-UNIVERSITY HOSPITAL,MINEOLA,NY,UNITED STATES,1,276573
M,100,A,"Roslyn, New York",Roslyn,New York,USA,ENG,Locality,0,-73.649939,40.800153,-73.649939,40.800153,-73.699941,-73.599941,40.75015,40.85015,ROSLYN,NY,"THERASOURCE, LLC",ROSLYN,NY,UNITED STATES,4,1970355
M,100,A,"Troy, New York",Troy,New York,USA,ENG,Locality,0,-73.688089,42.734493,-73.688089,42.734493,-73.738091,-73.638091,42.68449,42.78449,TROY,NY,"1ST PLAYABLE PRODUCTIONS, LLC",TROY,NY,UNITED STATES,2,374999
M,100,A,"Troy, New York",Troy,New York,USA,ENG,Locality,0,-73.688089,42.734493,-73.688089,42.734493,-73.738091,-73.638091,42.68449,42.78449,TROY,NY,RENSSELAER POLYTECHNIC INSTITUTE,TROY,NY,UNITED STATES,21,6733766
M,100,A,"Manhasset, New York",Manhasset,New York,USA,ENG,Locality,0,-73.698759,40.797894,-73.698759,40.797894,-73.748761,-73.648761,40.74789,40.84789,MANHASSET,NY,FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,MANHASSET,NY,UNITED STATES,48,23079707
M,100,A,"Purchase, New York",Purchase,New York,USA,ENG,Locality,0,-73.712957,41.036873,-73.712957,41.036873,-73.762961,-73.662961,40.98687,41.08687,PURCHASE,NY,COLLEGE AT PURCHASE,PURCHASE,NY,UNITED STATES,2,379993
M,100,A,"Menands, New York",Menands,New York,USA,ENG,Locality,0,-73.724167,42.692404,-73.724167,42.692404,-73.774171,-73.674171,42.6424,42.7424,MENANDS,NY,"NYSDOH/HEALTH RESEARCH, INC.",MENANDS,NY,UNITED STATES,2,529188
M,100,A,"Menands, New York",Menands,New York,USA,ENG,Locality,0,-73.724167,42.692404,-73.724167,42.692404,-73.774171,-73.674171,42.6424,42.7424,MENANDS,NY,WADSWORTH CENTER,MENANDS,NY,UNITED STATES,25,11580111
M,100,A,"Rensselaer, New York",Rensselaer,New York,USA,ENG,Locality,0,-73.741268,42.644723,-73.741268,42.644723,-73.791271,-73.691271,42.59472,42.69472,RENSSELAER,NY,REGENERATIVE RESEARCH FOUNDATION,RENSSELAER,NY,UNITED STATES,3,882182
M,100,A,"Larchmont, New York",Larchmont,New York,USA,ENG,Locality,0,-73.75104,40.927041,-73.75104,40.927041,-73.801041,-73.701041,40.87704,40.97704,LARCHMONT,NY,BARTH SYNDROME FOUNDATION,LARCHMONT,NY,UNITED STATES,1,25000
M,100,A,"Albany, New York",Albany,New York,USA,ENG,Locality,0,-73.755207,42.651552,-73.755207,42.651552,-73.805211,-73.705211,42.60155,42.70155,ALBANY,NY,ALBANY COLLEGE OF PHARMACY,ALBANY,NY,UNITED STATES,1,480000
M,100,A,"Albany, New York",Albany,New York,USA,ENG,Locality,0,-73.755207,42.651552,-73.755207,42.651552,-73.805211,-73.705211,42.60155,42.70155,ALBANY,NY,"ALBANY MOLECULAR RESEARCH, INC.",ALBANY,NY,UNITED STATES,5,1907297
M,100,A,"Albany, New York",Albany,New York,USA,ENG,Locality,0,-73.755207,42.651552,-73.755207,42.651552,-73.805211,-73.705211,42.60155,42.70155,ALBANY,NY,ALBANY MEDICAL COLLEGE,ALBANY,NY,UNITED STATES,30,11230909
M,100,A,"Albany, New York",Albany,New York,USA,ENG,Locality,0,-73.755207,42.651552,-73.755207,42.651552,-73.805211,-73.705211,42.60155,42.70155,ALBANY,NY,"BREONICS, INC.",ALBANY,NY,UNITED STATES,1,961117
M,100,A,"Albany, New York",Albany,New York,USA,ENG,Locality,0,-73.755207,42.651552,-73.755207,42.651552,-73.805211,-73.705211,42.60155,42.70155,ALBANY,NY,STATE UNIVERSITY OF NEW YORK AT ALBANY,ALBANY,NY,UNITED STATES,21,7428478
M,100,A,"Albany, New York",Albany,New York,USA,ENG,Locality,0,-73.755207,42.651552,-73.755207,42.651552,-73.805211,-73.705211,42.60155,42.70155,ALBANY,NY,SUNY POLYTECHNIC INSTITUTE,ALBANY,NY,UNITED STATES,5,1431985
M,100,A,"Albany, New York",Albany,New York,USA,ENG,Locality,0,-73.755207,42.651552,-73.755207,42.651552,-73.805211,-73.705211,42.60155,42.70155,ALBANY,NY,"VIRTUAL PHANTOMS, INC.",ALBANY,NY,UNITED STATES,2,594699
M,100,A,"White Plains, New York",White Plains,New York,USA,ENG,Locality,0,-73.764148,41.033541,-73.764148,41.033541,-73.814151,-73.714151,40.98354,41.08354,WHITE PLAINS,NY,NATIONAL HEALTH PROMOTION ASSOCIATES,WHITE PLAINS,NY,UNITED STATES,3,1219646
M,100,A,"White Plains, New York",White Plains,New York,USA,ENG,Locality,0,-73.764148,41.033541,-73.764148,41.033541,-73.814151,-73.714151,40.98354,41.08354,WHITE PLAINS,NY,WINIFRED MASTERSON BURKE MED RES INST,WHITE PLAINS,NY,UNITED STATES,17,7957812
M,100,A,"Clifton Park, New York",Clifton Park,New York,USA,ENG,Locality,0,-73.771807,42.866954,-73.771807,42.866954,-73.821811,-73.721811,42.81695,42.91695,CLIFTON PARK,NY,"KITWARE, INC.",CLIFTON PARK,NY,UNITED STATES,9,5094371
T,100,A,"Valhalla, New York",Valhalla,New York,USA,ENG,Locality,0,-73.772629,41.07362,-73.772629,41.07362,-73.822631,-73.722631,41.02362,41.12362,VALHALLA,NY,NEW YORK MEDICAL COLLEGE,VALHALLA,NY,UNITED STATES,19,7169910
T,100,A,"Valhalla, New York",Valhalla,New York,USA,ENG,Locality,0,-73.772629,41.07362,-73.772629,41.07362,-73.822631,-73.722631,41.02362,41.12362,VALHALLA,NY,"OLIGOMERIX, INC",VALHALLA,NY,UNITED STATES,1,749795
M,100,A,"Chappaqua, New York",Chappaqua,New York,USA,ENG,Locality,0,-73.773411,41.156333,-73.773411,41.156333,-73.823411,-73.723411,41.10633,41.20633,CHAPPAQUA,NY,NEW YORK/R&D/CTR/TRANSLATIONAL MED/THER,CHAPPAQUA,NY,UNITED STATES,1,243994
M,100,A,"Yorktown Heights, New York",Yorktown Heights,New York,USA,ENG,Locality,0,-73.783107,41.268514,-73.783107,41.268514,-73.833111,-73.733111,41.21851,41.31851,YORKTOWN HEIGHTS,NY,IBM THOMAS J. WATSON RESEARCH CENTER,YORKTOWN HEIGHTS,NY,UNITED STATES,2,528283
M,100,A,"Saratoga Springs, New York",Saratoga Springs,New York,USA,ENG,Locality,0,-73.7845,43.083902,-73.7845,43.083902,-73.834501,-73.734501,43.0339,43.1339,SARATOGA SPRINGS,NY,SKIDMORE COLLEGE,SARATOGA SPRINGS,NY,UNITED STATES,1,393223
M,100,A,"Jamaica, New York",Jamaica,New York,USA,ENG,Locality,0,-73.808421,40.701782,-73.808421,40.701782,-73.858421,-73.758421,40.65178,40.75178,JAMAICA,NY,YORK COLLEGE,JAMAICA,NY,UNITED STATES,5,1047555
M,100,A,"Queens, New York",Queens,New York,USA,ENG,Locality,0,-73.829988,40.714001,-73.829988,40.714001,-73.879991,-73.779991,40.664,40.764,QUEENS,NY,ST. JOHN'S UNIVERSITY,QUEENS,NY,UNITED STATES,4,1608750
M,100,A,"Flushing, New York",Flushing,New York,USA,ENG,Locality,0,-73.830028,40.76358,-73.830028,40.76358,-73.880031,-73.780031,40.71358,40.81358,FLUSHING,NY,QUEENS COLLEGE,FLUSHING,NY,UNITED STATES,5,2192192
M,100,A,"Howard Beach, New York",Howard Beach,New York,USA,ENG,Locality,0,-73.846017,40.654834,-73.846017,40.654834,-73.896021,-73.796021,40.60483,40.70483,HOWARD BEACH,NY,"GISMO THERAPEUTICS, INC.",HOWARD BEACH,NY,UNITED STATES,1,241938
M,100,A,"Niskayuna, New York",Niskayuna,New York,USA,ENG,Locality,0,-73.8462,42.779221,-73.8462,42.779221,-73.896201,-73.796201,42.72922,42.82922,NISKAYUNA,NY,GENERAL ELECTRIC GLOBAL RESEARCH CTR,NISKAYUNA,NY,UNITED STATES,3,1913776
M,100,A,"Ardsley, New York",Ardsley,New York,USA,ENG,Locality,0,-73.848018,41.011791,-73.848018,41.011791,-73.898021,-73.798021,40.96179,41.06179,ARDSLEY,NY,"ACORDA THERAPEUTICS, INC.",ARDSLEY,NY,UNITED STATES,1,889977
M,100,A,"Corona, New York",Corona,New York,USA,ENG,Locality,0,-73.85482,40.746372,-73.85482,40.746372,-73.904821,-73.804821,40.69637,40.79637,CORONA,NY,NEW YORK HALL OF SCIENCE,CORONA,NY,UNITED STATES,1,265764
M,100,A,"Slingerlands, New York",Slingerlands,New York,USA,ENG,Locality,0,-73.866208,42.629011,-73.866208,42.629011,-73.916211,-73.816211,42.57901,42.67901,SLINGERLANDS,NY,"PULMOKINE, INC.",SLINGERLANDS,NY,UNITED STATES,2,1336806
T,100,A,"Germantown, New York",Germantown,New York,USA,ENG,Locality,0,-73.885261,42.133103,-73.885261,42.133103,-73.935261,-73.835261,42.0831,42.1831,GERMANTOWN,NY,"TACONIC FARMS, INC.",GERMANTOWN,NY,UNITED STATES,1,660955
M,100,A,"Bronx, New York",Bronx,New York,USA,ENG,Locality,0,-73.92325,40.825744,-73.92325,40.825744,-73.973251,-73.873251,40.77574,40.87574,BRONX,NY,ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,UNITED STATES,25,11975471
M,100,A,"Bronx, New York",Bronx,New York,USA,ENG,Locality,0,-73.92325,40.825744,-73.92325,40.825744,-73.973251,-73.873251,40.77574,40.87574,BRONX,NY,"ALBERT EINSTEIN COLLEGE OF MEDICINE, INC",BRONX,NY,UNITED STATES,297,154107367
M,100,A,"Bronx, New York",Bronx,New York,USA,ENG,Locality,0,-73.92325,40.825744,-73.92325,40.825744,-73.973251,-73.873251,40.77574,40.87574,BRONX,NY,FORDHAM UNIVERSITY,BRONX,NY,UNITED STATES,7,1841956
M,100,A,"Poughkeepsie, New York",Poughkeepsie,New York,USA,ENG,Locality,0,-73.929369,41.706711,-73.929369,41.706711,-73.979371,-73.879371,41.65671,41.75671,POUGHKEEPSIE,NY,MARIST COLLEGE,POUGHKEEPSIE,NY,UNITED STATES,1,332248
M,100,A,"Schenectady, New York",Schenectady,New York,USA,ENG,Locality,0,-73.941021,42.812253,-73.941021,42.812253,-73.991021,-73.891021,42.76225,42.86225,SCHENECTADY,NY,"MY MUSIC MACHINES, INC.",SCHENECTADY,NY,UNITED STATES,1,225000
M,100,A,"Schenectady, New York",Schenectady,New York,USA,ENG,Locality,0,-73.941021,42.812253,-73.941021,42.812253,-73.991021,-73.891021,42.76225,42.86225,SCHENECTADY,NY,UNION GRADUATE COLLEGE,SCHENECTADY,NY,UNITED STATES,1,252986
M,100,A,"Long Island City, New York",Long Island City,New York,USA,ENG,Locality,0,-73.94103,40.750722,-73.94103,40.750722,-73.991031,-73.891031,40.70072,40.80072,LONG ISLAND CITY,NY,LA GUARDIA COMMUNITY COLLEGE,LONG ISLAND CITY,NY,UNITED STATES,1,301055
M,100,A,"Garrison, New York",Garrison,New York,USA,ENG,Locality,0,-73.944147,41.382151,-73.944147,41.382151,-73.994151,-73.894151,41.33215,41.43215,GARRISON,NY,"HASTINGS CENTER, INC.",GARRISON,NY,UNITED STATES,1,378764
M,100,A,"Orangeburg, New York",Orangeburg,New York,USA,ENG,Locality,0,-73.94647,41.053031,-73.94647,41.053031,-73.996471,-73.896471,41.00303,41.10303,ORANGEBURG,NY,NATHAN S. KLINE INSTITUTE FOR PSYCH RES,ORANGEBURG,NY,UNITED STATES,17,7623313
M,100,A,"Englewood Cliffs, New Jersey",Englewood Cliffs,New Jersey,USA,ENG,Locality,0,-73.950779,40.87924,-73.950779,40.87924,-74.000781,-73.900781,40.82924,40.92924,ENGLEWOOD CLIFFS,NJ,"INNOVATIVE ELEMENTS, LLC",ENGLEWOOD CLIFFS,NJ,UNITED STATES,2,413089
M,100,A,"Fort Lee, New Jersey",Fort Lee,New Jersey,USA,ENG,Locality,0,-73.973347,40.852774,-73.973347,40.852774,-74.023351,-73.923351,40.80277,40.90277,FORT LEE,NJ,"MENSSANA RESEARCH, INC.",FORT LEE,NJ,UNITED STATES,1,1071867
M,100,A,"Fort Lee, New Jersey",Fort Lee,New Jersey,USA,ENG,Locality,0,-73.973347,40.852774,-73.973347,40.852774,-74.023351,-73.923351,40.80277,40.90277,FORT LEE,NJ,"STRATEGIC PACING SYSTEMS, LLC",FORT LEE,NJ,UNITED STATES,1,158680
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,AARON DIAMOND AIDS RESEARCH CENTER,NEW YORK,NY,UNITED STATES,10,5419122
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,ADVANCED SCIENCE RESEARCH CENTER,NEW YORK,NY,UNITED STATES,1,324050
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,"AGGAMIN PHARMACEUTICALS, LLC",NEW YORK,NY,UNITED STATES,1,623844
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,ALZHEIMER'S DRUG DISCOVERY FOUNDATION,NEW YORK,NY,UNITED STATES,1,60000
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,AMERICAN GERIATRICS SOCIETY,NEW YORK,NY,UNITED STATES,2,60708
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,AMERICAN MUSEUM OF NATURAL HISTORY,NEW YORK,NY,UNITED STATES,1,199823
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,ANGULUS CORPORATION,NEW YORK,NY,UNITED STATES,1,224912
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,2,798187
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,BOROUGH OF MANHATTAN COMMUNITY COLLEGE,NEW YORK,NY,UNITED STATES,1,74381
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,BROOKLYN COLLEGE,NEW YORK,NY,UNITED STATES,16,3049076
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,CHILDREN'S TUMOR FOUNDATION,NEW YORK,NY,UNITED STATES,1,20000
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,CITY COLLEGE OF NEW YORK,NEW YORK,NY,UNITED STATES,34,11339382
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,COLLEGE OF STATEN ISLAND,NEW YORK,NY,UNITED STATES,3,742562
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,COLUMBIA UNIVERSITY TEACHERS COLLEGE,NEW YORK,NY,UNITED STATES,2,698410
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,COLUMBIA UNIVERSITY HEALTH SCIENCES,NEW YORK,NY,UNITED STATES,827,381647091
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,COLUMBIA UNIV NEW YORK MORNINGSIDE,NEW YORK,NY,UNITED STATES,84,32222504
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,"CORIDEA, LLC",NEW YORK,NY,UNITED STATES,2,1232936
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,CUNY GRADUATE SCH AND UNIV CTR,NEW YORK,NY,UNITED STATES,3,1481630
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,"CYNVEC, LLC",NEW YORK,NY,UNITED STATES,1,995814
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,"CYBERLOGIC, INC.",NEW YORK,NY,UNITED STATES,1,441221
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,"ECOHEALTH ALLIANCE, INC.",NEW YORK,NY,UNITED STATES,1,611090
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,FOUNDATION FOR AIDS RESEARCH,NEW YORK,NY,UNITED STATES,3,2673286
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,"GENECENTRIX, INC.",NEW YORK,NY,UNITED STATES,3,457763
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,GLOBAL ALLIANCE FOR TB DRUG DEVELOPMENT,NEW YORK,NY,UNITED STATES,1,446581
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY,NEW YORK,NY,UNITED STATES,4,880335
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,GUTTMACHER INSTITUTE,NEW YORK,NY,UNITED STATES,2,522606
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,HEBREW HOME FOR THE AGED AT RIVERDALE,NEW YORK,NY,UNITED STATES,1,77500
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,HERBERT H. LEHMAN COLLEGE,NEW YORK,NY,UNITED STATES,6,1035010
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,HOSPITAL FOR SPECIAL SURGERY,NEW YORK,NY,UNITED STATES,27,8576901
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,HUNTER COLLEGE,NEW YORK,NY,UNITED STATES,27,13795154
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,NY,UNITED STATES,542,284256687
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,New York,NY,"IN VIVO ANALYTICS, INC.",New York,NY,UNITED STATES,1,649971
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,INTERNATIONAL AIDS VACCINE INITIATIVE,NEW YORK,NY,UNITED STATES,4,4695804
T,100,A,"New York, New York",New York,New York,USA,ENG,Locality,0,-74.00712,40.714551,-74.00712,40.714551,-74.057121,-73.957121,40.66455,40.76455,NEW YORK,NY,"INTRA-CELLULAR THERAPIES, INC.",NEW YORK,NY,UNITED STATES,1,348094
